System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System Core C-States,System Core C-States,System Core C-States,System Pack C-States,System Pack C-States,System Pack C-States,System Pack C-States,System Pack C-States,System Pack C-States,System Pack C-States,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,SKT0dataIn,SKT0dataIn,SKT0dataIn (percent),SKT0dataIn (percent),SKT1dataIn,SKT1dataIn,SKT1dataIn (percent),SKT1dataIn (percent),SKT0trafficOut,SKT0trafficOut,SKT0trafficOut (percent),SKT0trafficOut (percent),SKT1trafficOut,SKT1trafficOut,SKT1trafficOut (percent),SKT1trafficOut (percent),SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT1 Core C-State,SKT1 Core C-State,SKT1 Core C-State,SKT1 Package C-State,SKT1 Package C-State,SKT1 Package C-State,Proc Energy (Joules),Proc Energy (Joules),DRAM Energy (Joules),DRAM Energy (Joules),LLCRDMISSLAT (ns),LLCRDMISSLAT (ns),UncFREQ (Ghz),UncFREQ (Ghz),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),
Date,Time,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,LOCAL,PMM_RD,PMM_WR,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,TotalUPIin,UPItoMC,TotalUPIout,C0res%,C1res%,C6res%,C0res%,C2res%,C6res%,Proc Energy (Joules),DRAM Energy (Joules),LLCRDMISSLAT (ns),UncFREQ (Ghz),EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,READ,WRITE,LOCAL,PMM_RD,PMM_WR,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,READ,WRITE,LOCAL,PMM_RD,PMM_WR,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,UPI0,UPI1,UPI0,UPI1,UPI0,UPI1,UPI0,UPI1,UPI0,UPI1,UPI0,UPI1,UPI0,UPI1,UPI0,UPI1,C0res%,C1res%,C6res%,C0res%,C2res%,C6res%,C0res%,C1res%,C6res%,C0res%,C2res%,C6res%,SKT0,SKT1,SKT0,SKT1,SKT0,SKT1,SKT0,SKT1,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,
2024-03-19,11:08:14.314,0.01,0.65,0.02,0.93,0.02,0.05,0.46,0.87,0.0006,0.0014,0.01,0.00,-2147483648,0.00,0.00,33.93,52.10,214.24,0.65,16.28,0.01,0.25,3.61,0.19,32.35,1.64,98.36,0.00,100.00,0.00,0.00,0.00,0.00,-nan,0.21,0.02,0.79,0.02,0.97,0.01,0.03,0.44,0.90,0.0005,0.0011,     0,0,0,0.01,0.00,-2147483648,0.00,0.00,N/A,27.32,34.80,214.24,0.79,19.63,0.02,0.40,0.00,0.38,0.01,0.85,0.01,0.02,0.49,0.79,0.0012,0.0028,     0,0,0,0.00,0.00,-2147483648,0.00,0.00,N/A,6.61,17.30,214.24,0.38,9.56,0.00,0.10,0.98,0.95,  0%,  0%,0.99,0.69,  0%,  0%,12.67,11.03,  4%,  4%,4.49,4.17,  2%,  1%,2.10,97.90,0.00,100.00,0.00,0.00,1.19,98.81,0.00,100.00,0.00,0.00,0.00,0.00,0.00 ,0.00 ,-nan ,-nan ,0.21,0.21,0.01,0.24,0.06,0.94,0.01,0.01,0.31,0.83,0.0017,0.0029,     0,0,0,6.28,93.72,0.00,N/A,3.03,12.62,214.24,0.24,6.00,0.01,0.35,0.01,0.86,0.01,0.99,0.00,0.00,0.45,0.65,0.0009,0.0020,     0,0,0,0.74,99.26,0.00,N/A,1.35,1.57,214.24,0.86,21.46,0.01,0.16,0.01,0.77,0.01,0.95,0.00,0.01,0.43,0.73,0.0010,0.0021,     0,0,0,1.56,98.44,0.00,N/A,2.45,3.18,214.24,0.77,19.27,0.01,0.29,0.00,0.41,0.00,0.96,0.00,0.00,0.80,0.70,0.0008,0.0051,     0,0,0,0.09,99.91,0.00,N/A,0.08,0.19,214.24,0.41,10.28,0.00,0.01,0.00,0.55,0.01,0.97,0.00,0.00,0.64,0.70,0.0007,0.0033,     0,0,0,0.57,99.43,0.00,N/A,0.66,1.20,214.24,0.55,13.77,0.00,0.08,0.00,0.48,0.00,0.96,0.00,0.00,0.67,0.55,0.0012,0.0059,     0,0,0,0.35,99.65,0.00,N/A,0.34,0.71,214.24,0.48,11.93,0.00,0.04,0.08,1.65,0.05,1.00,0.00,0.00,0.38,0.98,0.0001,0.0002,     0,0,0,4.71,95.29,0.00,N/A,16.63,10.06,214.24,1.65,41.34,0.08,1.94,0.01,0.53,0.02,0.99,0.00,0.01,0.55,0.78,0.0006,0.0018,     0,0,0,2.49,97.51,0.00,N/A,2.78,5.28,214.24,0.53,13.17,0.01,0.32,0.01,0.23,0.05,0.87,0.00,0.01,0.48,0.83,0.0014,0.0031,     0,0,0,6.32,93.68,0.00,N/A,2.75,11.73,214.24,0.23,5.87,0.01,0.32,0.00,0.89,0.01,0.94,0.00,0.00,0.65,0.85,0.0005,0.0018,     0,0,0,0.55,99.45,0.00,N/A,0.98,1.10,214.24,0.89,22.29,0.00,0.11,0.00,0.42,0.00,0.69,0.00,0.00,0.82,0.80,0.0003,0.0030,     0,0,0,0.09,99.91,0.00,N/A,0.05,0.13,214.24,0.42,10.57,0.00,0.01,0.00,0.38,0.00,0.78,0.00,0.00,0.79,0.70,0.0007,0.0045,     0,0,0,0.15,99.85,0.00,N/A,0.10,0.25,214.24,0.38,9.52,0.00,0.01,0.00,0.82,0.00,0.61,0.00,0.00,0.55,0.83,0.0007,0.0017,     0,0,0,0.50,99.50,0.00,N/A,0.54,0.65,214.24,0.82,20.51,0.00,0.06,0.00,0.62,0.00,0.80,0.00,0.00,0.43,0.69,0.0012,0.0029,     0,0,0,0.52,99.48,0.00,N/A,0.56,0.90,214.24,0.62,15.46,0.00,0.06,0.00,0.61,0.00,0.64,0.00,0.00,0.59,0.76,0.0012,0.0035,     0,0,0,0.42,99.58,0.00,N/A,0.35,0.57,214.24,0.61,15.29,0.00,0.04,0.01,0.66,0.01,0.97,0.00,0.00,0.41,0.61,0.0016,0.0032,     0,0,0,0.95,99.05,0.00,N/A,1.29,1.96,214.24,0.66,16.41,0.01,0.15,
2024-03-19,11:08:14.414,0.00,0.41,0.01,0.86,0.01,0.02,0.42,0.87,0.0007,0.0018,0.00,0.00,-2147483648,0.00,0.00,13.78,33.83,210.04,0.41,10.18,0.00,0.10,2.40,0.42,6.62,1.17,98.83,0.00,100.00,0.00,0.00,0.00,0.00,-nan,0.23,0.00,0.38,0.01,0.83,0.01,0.01,0.43,0.86,0.0009,0.0019,     0,0,0,0.00,0.00,-2147483648,0.00,0.00,N/A,6.02,15.67,210.04,0.38,9.60,0.00,0.09,0.00,0.43,0.01,0.88,0.00,0.01,0.40,0.89,0.0006,0.0016,     0,0,0,0.00,0.00,-2147483648,0.00,0.00,N/A,7.76,18.16,210.04,0.43,10.69,0.00,0.12,0.66,0.62,  0%,  0%,0.71,0.41,  0%,  0%,1.41,1.76,  0%,  0%,1.86,1.59,  0%,  0%,1.12,98.88,0.00,100.00,0.00,0.00,1.23,98.77,0.00,100.00,0.00,0.00,0.00,0.00,0.00 ,0.00 ,-nan ,-nan ,0.23,0.23,0.01,0.21,0.05,0.86,0.00,0.01,0.19,0.89,0.0016,0.0022,     0,0,0,6.12,93.88,0.00,N/A,2.31,11.06,210.04,0.21,5.23,0.01,0.28,0.00,0.57,0.00,0.91,0.00,0.00,0.62,0.73,0.0009,0.0028,     0,0,0,0.41,99.59,0.00,N/A,0.44,0.78,210.04,0.57,14.18,0.00,0.05,0.00,0.58,0.00,0.72,0.00,0.00,0.44,0.76,0.0010,0.0022,     0,0,0,0.30,99.70,0.00,N/A,0.27,0.46,210.04,0.58,14.45,0.00,0.03,0.00,0.79,0.00,0.68,0.00,0.00,0.85,0.79,0.0002,0.0020,     0,0,0,0.45,99.55,0.00,N/A,0.52,0.65,210.04,0.79,19.85,0.00,0.06,0.00,0.45,0.00,0.65,0.00,0.00,0.87,0.78,0.0004,0.0040,     0,0,0,0.17,99.83,0.00,N/A,0.11,0.23,210.04,0.45,11.21,0.00,0.01,0.01,1.03,0.01,0.80,0.00,0.00,0.58,0.86,0.0005,0.0013,     0,0,0,1.28,98.72,0.00,N/A,2.22,2.15,210.04,1.03,25.80,0.01,0.26,0.00,0.43,0.00,0.64,0.00,0.00,0.69,0.78,0.0006,0.0039,     0,0,0,0.11,99.89,0.00,N/A,0.06,0.14,210.04,0.43,10.86,0.00,0.01,0.00,0.49,0.00,0.70,0.00,0.00,0.83,0.82,0.0004,0.0025,     0,0,0,0.13,99.87,0.00,N/A,0.10,0.20,210.04,0.49,12.34,0.00,0.01,0.01,0.21,0.05,0.85,0.00,0.01,0.27,0.89,0.0014,0.0022,     0,0,0,6.42,93.58,0.00,N/A,2.39,11.52,210.04,0.21,5.18,0.01,0.28,0.00,0.59,0.00,0.93,0.00,0.00,0.49,0.83,0.0004,0.0023,     0,0,0,0.38,99.62,0.00,N/A,0.44,0.74,210.04,0.59,14.73,0.00,0.05,0.01,0.97,0.01,0.98,0.00,0.00,0.48,0.91,0.0002,0.0009,     0,0,0,1.02,98.98,0.00,N/A,2.02,2.08,210.04,0.97,24.25,0.01,0.24,0.00,0.65,0.00,0.90,0.00,0.00,0.79,0.82,0.0001,0.0024,     0,0,0,0.35,99.65,0.00,N/A,0.43,0.66,210.04,0.65,16.33,0.00,0.05,0.00,0.46,0.00,0.74,0.00,0.00,0.78,0.74,0.0005,0.0048,     0,0,0,0.12,99.88,0.00,N/A,0.09,0.19,210.04,0.46,11.53,0.00,0.01,0.01,0.86,0.01,0.96,0.00,0.00,0.67,0.93,0.0001,0.0010,     0,0,0,0.94,99.06,0.00,N/A,1.62,1.88,210.04,0.86,21.53,0.01,0.19,0.00,0.77,0.00,0.91,0.00,0.00,0.69,0.78,0.0003,0.0020,     0,0,0,0.45,99.55,0.00,N/A,0.67,0.87,210.04,0.77,19.28,0.00,0.08,0.00,0.51,0.00,0.77,0.00,0.00,0.65,0.78,0.0006,0.0030,     0,0,0,0.14,99.86,0.00,N/A,0.11,0.22,210.04,0.51,12.78,0.00,0.01,
2024-03-19,11:08:14.514,0.00,0.35,0.01,0.79,0.01,0.02,0.48,0.86,0.0009,0.0019,0.00,0.00,-2147483648,0.00,0.00,9.66,27.89,209.91,0.35,8.66,0.00,0.07,1.79,0.84,4.80,1.05,98.95,0.00,100.00,0.00,0.00,0.00,0.00,-nan,0.22,0.00,0.39,0.01,0.82,0.00,0.01,0.52,0.86,0.0007,0.0018,     0,0,0,0.00,0.00,-2147483648,0.00,0.00,N/A,5.99,15.33,209.91,0.39,9.77,0.00,0.09,0.00,0.29,0.01,0.77,0.00,0.01,0.42,0.87,0.0010,0.0020,     0,0,0,0.00,0.00,-2147483648,0.00,0.00,N/A,3.67,12.55,209.91,0.29,7.30,0.00,0.05,0.40,0.45,  0%,  0%,0.61,0.32,  0%,  0%,0.93,1.42,  0%,  0%,1.35,1.10,  0%,  0%,1.12,98.88,0.00,100.00,0.00,0.00,0.97,99.03,0.00,100.00,0.00,0.00,0.00,0.00,0.00 ,0.00 ,-nan ,-nan ,0.23,0.22,0.01,0.21,0.06,0.90,0.00,0.01,0.24,0.88,0.0016,0.0023,     0,0,0,6.15,93.85,0.00,N/A,2.42,11.56,209.91,0.21,5.24,0.01,0.29,0.00,1.03,0.00,0.65,0.00,0.00,0.83,0.58,0.0003,0.0019,     0,0,0,0.66,99.34,0.00,N/A,0.94,0.91,209.91,1.03,25.80,0.00,0.11,0.00,0.40,0.00,0.47,0.00,0.00,0.74,0.76,0.0007,0.0037,     0,0,0,0.21,99.79,0.00,N/A,0.08,0.20,209.91,0.40,10.05,0.00,0.01,0.01,1.30,0.01,0.58,0.00,0.00,0.76,0.95,0.0001,0.0004,     0,0,0,1.08,98.92,0.00,N/A,1.71,1.31,209.91,1.30,32.48,0.01,0.20,0.00,0.80,0.00,0.85,0.00,0.00,0.85,0.75,0.0003,0.0024,     0,0,0,0.38,99.62,0.00,N/A,0.54,0.68,209.91,0.80,20.00,0.00,0.06,0.00,0.41,0.00,0.67,0.00,0.00,0.92,0.75,0.0003,0.0048,     0,0,0,0.16,99.84,0.00,N/A,0.09,0.22,209.91,0.41,10.32,0.00,0.01,0.00,0.43,0.00,0.64,0.00,0.00,0.94,0.79,0.0001,0.0036,     0,0,0,0.14,99.86,0.00,N/A,0.08,0.19,209.91,0.43,10.80,0.00,0.01,0.00,0.50,0.00,0.70,0.00,0.00,0.93,0.66,0.0002,0.0051,     0,0,0,0.18,99.82,0.00,N/A,0.13,0.26,209.91,0.50,12.38,0.00,0.02,0.01,0.21,0.05,0.79,0.00,0.00,0.28,0.89,0.0015,0.0022,     0,0,0,6.43,93.57,0.00,N/A,2.23,10.68,209.91,0.21,5.23,0.01,0.27,0.00,1.21,0.00,0.83,0.00,0.00,0.47,0.76,0.0003,0.0007,     0,0,0,0.35,99.65,0.00,N/A,0.74,0.61,209.91,1.21,30.36,0.00,0.09,0.00,0.40,0.00,0.54,0.00,0.00,0.62,0.80,0.0007,0.0030,     0,0,0,0.15,99.85,0.00,N/A,0.07,0.17,209.91,0.40,9.99,0.00,0.01,0.00,0.46,0.00,0.48,0.00,0.00,0.92,0.78,0.0002,0.0038,     0,0,0,0.17,99.83,0.00,N/A,0.08,0.17,209.91,0.46,11.43,0.00,0.01,0.00,0.48,0.00,0.50,0.00,0.00,0.79,0.78,0.0005,0.0038,     0,0,0,0.19,99.81,0.00,N/A,0.10,0.20,209.91,0.48,12.09,0.00,0.01,0.00,0.46,0.00,0.65,0.00,0.00,0.86,0.78,0.0004,0.0038,     0,0,0,0.13,99.87,0.00,N/A,0.08,0.18,209.91,0.46,11.46,0.00,0.01,0.00,0.76,0.00,0.77,0.00,0.00,0.88,0.87,0.0002,0.0016,     0,0,0,0.20,99.80,0.00,N/A,0.25,0.33,209.91,0.76,19.04,0.00,0.03,0.00,0.52,0.00,0.69,0.00,0.00,0.84,0.72,0.0005,0.0040,     0,0,0,0.15,99.85,0.00,N/A,0.11,0.22,209.91,0.52,13.01,0.00,0.01,
