System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System,System Core C-States,System Core C-States,System Core C-States,System Pack C-States,System Pack C-States,System Pack C-States,System Pack C-States,System Pack C-States,System Pack C-States,System Pack C-States,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,Socket 1,SKT0dataIn,SKT0dataIn,SKT0dataIn (percent),SKT0dataIn (percent),SKT1dataIn,SKT1dataIn,SKT1dataIn (percent),SKT1dataIn (percent),SKT0trafficOut,SKT0trafficOut,SKT0trafficOut (percent),SKT0trafficOut (percent),SKT1trafficOut,SKT1trafficOut,SKT1trafficOut (percent),SKT1trafficOut (percent),SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT1 Core C-State,SKT1 Core C-State,SKT1 Core C-State,SKT1 Package C-State,SKT1 Package C-State,SKT1 Package C-State,Proc Energy (Joules),Proc Energy (Joules),DRAM Energy (Joules),DRAM Energy (Joules),LLCRDMISSLAT (ns),LLCRDMISSLAT (ns),UncFREQ (Ghz),UncFREQ (Ghz),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core0 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core1 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core2 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core3 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core4 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core5 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core6 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core7 (Socket 0),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core8 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core9 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core10 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core11 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core12 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core13 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core14 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),Core15 (Socket 1),
Date,Time,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,LOCAL,PMM_RD,PMM_WR,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,TotalUPIin,UPItoMC,TotalUPIout,C0res%,C1res%,C6res%,C0res%,C2res%,C6res%,Proc Energy (Joules),DRAM Energy (Joules),LLCRDMISSLAT (ns),UncFREQ (Ghz),EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,READ,WRITE,LOCAL,PMM_RD,PMM_WR,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,READ,WRITE,LOCAL,PMM_RD,PMM_WR,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,UPI0,UPI1,UPI0,UPI1,UPI0,UPI1,UPI0,UPI1,UPI0,UPI1,UPI0,UPI1,UPI0,UPI1,UPI0,UPI1,C0res%,C1res%,C6res%,C0res%,C2res%,C6res%,C0res%,C1res%,C6res%,C0res%,C2res%,C6res%,SKT0,SKT1,SKT0,SKT1,SKT0,SKT1,SKT0,SKT1,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,L3OCC,LMB,RMB,C0res%,C1res%,C6res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,
2024-03-19,10:40:03.483,0.05,0.86,0.06,1.00,0.04,0.08,0.32,0.87,0.0002,0.0005,0.18,0.19,-2147483648,0.00,0.00,184.22,214.16,225.48,0.86,21.50,0.05,1.30,106.14,0.29,317.73,6.06,93.94,0.00,100.00,0.00,0.00,0.00,0.00,-nan,0.23,0.07,0.98,0.07,1.00,0.02,0.04,0.32,0.89,0.0001,0.0003,     0,0,0,0.06,0.06,-2147483648,0.00,0.00,N/A,120.32,123.34,225.48,0.98,24.39,0.07,1.73,0.04,0.70,0.05,1.00,0.02,0.04,0.32,0.83,0.0003,0.0007,     0,0,0,0.12,0.12,-2147483648,0.00,0.00,N/A,63.90,90.82,225.48,0.70,17.59,0.04,0.89,19.82,19.84,  8%,  8%,33.39,33.08, 12%, 12%,82.68,84.91, 36%, 37%,76.48,73.66, 29%, 28%,7.09,92.91,0.00,100.00,0.00,0.00,5.06,94.94,0.00,100.00,0.00,0.00,0.00,0.00,0.00 ,0.00 ,-nan ,-nan ,0.23,0.22,0.01,0.21,0.05,1.00,0.01,0.01,0.34,0.84,0.0021,0.0033,     0,0,0,5.28,94.72,0.00,N/A,2.55,11.91,225.48,0.21,5.34,0.01,0.28,0.10,1.02,0.10,1.00,0.00,0.01,0.32,0.82,0.0001,0.0003,     0,0,0,9.79,90.21,0.00,N/A,21.10,20.76,225.48,1.02,25.42,0.10,2.49,0.05,1.72,0.03,1.00,0.00,0.00,0.38,1.00,0.0000,0.0000,     0,0,0,2.80,97.20,0.00,N/A,10.90,6.35,225.48,1.72,42.96,0.05,1.20,0.11,1.09,0.10,1.00,0.00,0.01,0.37,0.82,0.0001,0.0002,     0,0,0,9.78,90.22,0.00,N/A,22.68,20.75,225.48,1.09,27.32,0.11,2.67,0.13,1.29,0.10,1.00,0.00,0.01,0.39,0.81,0.0001,0.0002,     0,0,0,9.81,90.19,0.00,N/A,26.74,20.80,225.48,1.29,32.14,0.13,3.15,0.11,1.17,0.10,1.00,0.00,0.01,0.37,0.81,0.0001,0.0002,     0,0,0,9.78,90.22,0.00,N/A,24.31,20.75,225.48,1.17,29.29,0.11,2.87,0.05,0.55,0.10,1.00,0.00,0.01,0.26,0.83,0.0003,0.0005,     0,0,0,9.78,90.22,0.00,N/A,11.41,20.75,225.48,0.55,13.75,0.05,1.34,0.00,0.49,0.01,1.00,0.00,0.00,0.12,0.57,0.0030,0.0043,     0,0,0,0.56,99.44,0.00,N/A,0.62,1.27,225.48,0.49,12.17,0.00,0.07,0.01,0.23,0.06,1.00,0.00,0.01,0.36,0.84,0.0016,0.0030,     0,0,0,5.89,94.11,0.00,N/A,3.10,13.28,225.48,0.23,5.83,0.01,0.34,0.08,0.77,0.10,1.00,0.00,0.01,0.26,0.81,0.0002,0.0004,     0,0,0,9.78,90.22,0.00,N/A,15.94,20.74,225.48,0.77,19.21,0.08,1.88,0.01,0.49,0.02,1.00,0.00,0.00,0.45,0.77,0.0003,0.0014,     0,0,0,1.72,98.28,0.00,N/A,1.90,3.91,225.48,0.49,12.18,0.01,0.21,0.02,0.98,0.02,1.00,0.00,0.00,0.32,0.92,0.0004,0.0011,     0,0,0,1.71,98.29,0.00,N/A,3.79,3.87,225.48,0.98,24.46,0.02,0.42,0.02,0.97,0.02,1.00,0.00,0.01,0.31,0.78,0.0007,0.0014,     0,0,0,2.21,97.79,0.00,N/A,5.41,5.58,225.48,0.97,24.22,0.02,0.54,0.10,0.98,0.10,1.00,0.00,0.01,0.31,0.82,0.0001,0.0003,     0,0,0,9.78,90.22,0.00,N/A,20.43,20.75,225.48,0.98,24.61,0.10,2.41,0.06,0.59,0.10,1.00,0.00,0.01,0.27,0.81,0.0003,0.0005,     0,0,0,9.79,90.21,0.00,N/A,12.16,20.77,225.48,0.59,14.64,0.06,1.43,0.01,0.62,0.01,1.00,0.00,0.00,0.42,0.72,0.0008,0.0025,     0,0,0,0.85,99.15,0.00,N/A,1.18,1.92,225.48,0.62,15.38,0.01,0.13,
2024-03-19,10:40:03.572,0.05,0.71,0.07,1.00,0.06,0.11,0.33,0.82,0.0004,0.0007,0.18,0.18,-2147483648,0.00,0.00,159.21,222.90,211.55,0.71,17.86,0.05,1.18,131.93,0.37,378.52,6.63,93.37,0.00,100.00,0.00,0.00,0.00,0.00,-nan,0.22,0.06,0.82,0.08,1.00,0.02,0.05,0.30,0.84,0.0002,0.0005,     0,0,0,0.07,0.08,-2147483648,0.00,0.00,N/A,105.12,127.61,211.55,0.82,20.59,0.06,1.55,0.03,0.57,0.06,1.00,0.03,0.06,0.35,0.80,0.0006,0.0011,     0,0,0,0.11,0.10,-2147483648,0.00,0.00,N/A,54.09,95.29,211.55,0.57,14.19,0.03,0.81,25.85,25.99, 12%, 12%,40.20,39.90, 16%, 16%,99.35,101.83, 46%, 47%,90.30,87.03, 36%, 35%,7.53,92.47,0.00,100.00,0.00,0.00,5.71,94.29,0.00,100.00,0.00,0.00,0.00,0.00,0.00 ,0.00 ,-nan ,-nan ,0.22,0.22,0.02,0.26,0.06,1.00,0.01,0.01,0.41,0.80,0.0017,0.0033,     0,0,0,6.14,93.86,0.00,N/A,3.42,12.98,211.55,0.26,6.59,0.02,0.40,0.09,0.88,0.10,1.00,0.00,0.01,0.28,0.81,0.0002,0.0003,     0,0,0,9.79,90.21,0.00,N/A,18.31,20.76,211.55,0.88,22.05,0.09,2.16,0.00,0.47,0.01,1.00,0.00,0.00,0.20,0.81,0.0011,0.0030,     0,0,0,0.56,99.44,0.00,N/A,0.55,1.18,211.55,0.47,11.63,0.00,0.06,0.07,0.70,0.10,1.00,0.00,0.01,0.21,0.79,0.0003,0.0005,     0,0,0,9.79,90.21,0.00,N/A,14.62,20.76,211.55,0.70,17.61,0.07,1.72,0.08,0.78,0.11,1.00,0.00,0.01,0.23,0.81,0.0002,0.0003,     0,0,0,10.75,89.25,0.00,N/A,17.86,22.79,211.55,0.78,19.59,0.08,2.11,0.09,0.94,0.10,1.00,0.00,0.01,0.36,0.79,0.0001,0.0003,     0,0,0,9.80,90.20,0.00,N/A,19.47,20.79,211.55,0.94,23.42,0.09,2.30,0.11,1.08,0.10,1.00,0.00,0.01,0.35,0.81,0.0001,0.0003,     0,0,0,9.79,90.21,0.00,N/A,22.47,20.76,211.55,1.08,27.05,0.11,2.65,0.04,1.11,0.04,1.00,0.00,0.01,0.15,0.94,0.0003,0.0006,     0,0,0,3.59,96.41,0.00,N/A,8.42,7.59,211.55,1.11,27.74,0.04,1.00,0.02,0.27,0.06,1.00,0.01,0.01,0.50,0.77,0.0016,0.0036,     0,0,0,6.26,93.74,0.00,N/A,3.55,13.25,211.55,0.27,6.70,0.02,0.42,0.06,0.64,0.10,1.00,0.00,0.01,0.22,0.82,0.0003,0.0004,     0,0,0,9.79,90.21,0.00,N/A,13.38,20.76,211.55,0.64,16.12,0.06,1.58,0.01,0.93,0.02,1.00,0.00,0.00,0.33,0.88,0.0008,0.0013,     0,0,0,1.61,98.39,0.00,N/A,3.15,3.40,211.55,0.93,23.15,0.01,0.37,0.02,0.90,0.02,1.00,0.00,0.01,0.62,0.78,0.0005,0.0016,     0,0,0,2.45,97.55,0.00,N/A,4.68,5.18,211.55,0.90,22.57,0.02,0.55,0.04,1.08,0.04,1.00,0.01,0.01,0.21,0.83,0.0009,0.0013,     0,0,0,3.57,96.43,0.00,N/A,7.20,6.64,211.55,1.08,27.12,0.04,0.97,0.04,0.37,0.10,1.00,0.00,0.01,0.20,0.82,0.0006,0.0007,     0,0,0,9.79,90.21,0.00,N/A,7.67,20.76,211.55,0.37,9.23,0.04,0.90,0.06,0.56,0.10,1.00,0.00,0.01,0.28,0.80,0.0003,0.0005,     0,0,0,9.79,90.21,0.00,N/A,11.67,20.77,211.55,0.56,14.04,0.06,1.38,0.01,0.62,0.02,1.00,0.00,0.01,0.33,0.74,0.0017,0.0031,     0,0,0,2.14,97.86,0.00,N/A,2.80,4.53,211.55,0.62,15.42,0.01,0.33,
2024-03-19,10:40:03.673,0.06,0.95,0.06,1.00,0.04,0.08,0.36,0.81,0.0002,0.0004,0.16,0.17,-2147483648,0.00,0.00,190.87,200.79,212.08,0.95,23.77,0.06,1.41,76.78,0.23,254.75,5.92,94.08,0.00,100.00,0.00,0.00,0.00,0.00,-nan,0.22,0.07,1.06,0.07,1.00,0.02,0.04,0.31,0.82,0.0001,0.0003,     0,0,0,0.07,0.08,-2147483648,0.00,0.00,N/A,125.92,118.29,212.08,1.06,26.61,0.07,1.86,0.04,0.79,0.05,1.00,0.02,0.04,0.40,0.80,0.0003,0.0006,     0,0,0,0.09,0.09,-2147483648,0.00,0.00,N/A,64.95,82.49,212.08,0.79,19.68,0.04,0.96,19.47,19.61,  8%,  9%,18.99,18.72,  7%,  7%,81.40,83.77, 37%, 38%,45.68,43.91, 18%, 17%,6.97,93.03,0.00,100.00,0.00,0.00,4.86,95.14,0.00,100.00,0.00,0.00,0.00,0.00,0.00 ,0.00 ,-nan ,-nan ,0.22,0.22,0.01,0.21,0.05,1.00,0.00,0.01,0.28,0.86,0.0019,0.0028,     0,0,0,5.14,94.86,0.00,N/A,2.31,10.89,212.08,0.21,5.29,0.01,0.27,0.15,1.57,0.10,1.00,0.00,0.01,0.44,0.82,0.0000,0.0002,     0,0,0,9.78,90.22,0.00,N/A,32.49,20.75,212.08,1.57,39.14,0.15,3.83,0.00,0.54,0.00,1.00,0.00,0.00,0.20,0.63,0.0016,0.0034,     0,0,0,0.46,99.54,0.00,N/A,0.52,0.98,212.08,0.54,13.41,0.00,0.06,0.06,0.63,0.10,1.00,0.00,0.01,0.27,0.82,0.0002,0.0004,     0,0,0,9.79,90.21,0.00,N/A,13.16,20.76,212.08,0.63,15.85,0.06,1.55,0.12,1.23,0.10,1.00,0.00,0.01,0.33,0.81,0.0001,0.0002,     0,0,0,9.78,90.22,0.00,N/A,25.62,20.75,212.08,1.23,30.86,0.12,3.02,0.16,1.51,0.11,1.00,0.00,0.01,0.46,0.81,0.0000,0.0002,     0,0,0,10.74,89.26,0.00,N/A,34.44,22.78,212.08,1.51,37.79,0.16,4.06,0.08,0.83,0.10,1.00,0.00,0.01,0.29,0.82,0.0002,0.0003,     0,0,0,9.79,90.21,0.00,N/A,17.17,20.76,212.08,0.83,20.68,0.08,2.02,0.00,0.34,0.00,1.00,0.00,0.00,0.30,0.56,0.0030,0.0072,     0,0,0,0.29,99.71,0.00,N/A,0.21,0.62,212.08,0.34,8.55,0.00,0.02,0.01,0.25,0.06,1.00,0.00,0.01,0.49,0.83,0.0014,0.0030,     0,0,0,5.59,94.41,0.00,N/A,2.93,11.85,212.08,0.25,6.19,0.01,0.35,0.11,1.11,0.10,1.00,0.00,0.01,0.26,0.80,0.0001,0.0003,     0,0,0,9.79,90.21,0.00,N/A,23.03,20.77,212.08,1.11,27.73,0.11,2.71,0.00,0.56,0.01,1.00,0.00,0.00,0.50,0.76,0.0016,0.0036,     0,0,0,0.82,99.18,0.00,N/A,0.98,1.74,212.08,0.56,14.09,0.00,0.12,0.01,0.95,0.01,1.00,0.00,0.00,0.69,0.77,0.0004,0.0016,     0,0,0,1.45,98.55,0.00,N/A,2.92,3.07,212.08,0.95,23.72,0.01,0.34,0.01,0.87,0.01,1.00,0.00,0.00,0.51,0.76,0.0006,0.0016,     0,0,0,0.85,99.15,0.00,N/A,1.57,1.81,212.08,0.87,21.72,0.01,0.18,0.11,1.14,0.10,1.00,0.00,0.01,0.29,0.82,0.0001,0.0002,     0,0,0,9.79,90.21,0.00,N/A,23.57,20.76,212.08,1.14,28.39,0.11,2.78,0.04,0.43,0.10,1.00,0.00,0.01,0.24,0.81,0.0005,0.0006,     0,0,0,9.79,90.21,0.00,N/A,8.84,20.76,212.08,0.43,10.65,0.04,1.04,0.01,0.64,0.01,1.00,0.00,0.00,0.23,0.71,0.0019,0.0030,     0,0,0,0.82,99.18,0.00,N/A,1.11,1.74,212.08,0.64,15.91,0.01,0.13,
